cik,company_name,taxonomy,concept,unit,value,start_date,end_date,accn,fy,fp,form,filed_date,frame
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,11000000.0,2009-09-27,2009-12-26,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,CY2009Q4
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,9000000.0,2009-09-27,2010-03-27,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-2000000.0,2009-12-27,2010-03-27,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,CY2010Q1
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,33000000.0,2009-09-27,2010-06-26,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,33000000.0,2009-09-27,2010-06-26,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,24000000.0,2010-03-28,2010-06-26,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,CY2010Q2
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,24000000.0,2010-03-28,2010-06-26,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,123000000.0,2009-09-27,2010-09-25,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2010
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,123000000.0,2009-09-27,2010-09-25,0001193125-10-238044,2010,FY,10-K,2010-10-27,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-99000000.0,2010-09-26,2010-12-25,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,CY2010Q4
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-99000000.0,2010-09-26,2010-12-25,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-79000000.0,2010-09-26,2011-03-26,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,20000000.0,2010-12-26,2011-03-26,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,CY2011Q1
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,61000000.0,2010-09-26,2011-06-25,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,140000000.0,2011-03-27,2011-06-25,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,CY2011Q2
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-41000000.0,2010-09-26,2011-09-24,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2011
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,14000000.0,2011-09-25,2011-12-31,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,CY2011Q4
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,-3000000.0,2006-10-01,2007-09-29,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,CY2007
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,-3000000.0,2006-10-01,2007-09-29,0001193125-09-214859,2009,FY,10-K,2009-10-27,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,19000000.0,2007-09-30,2008-09-27,0001193125-10-238044,2010,FY,10-K,2010-10-27,CY2008
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,19000000.0,2007-09-30,2008-09-27,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,19000000.0,2007-09-30,2008-09-27,0001193125-09-214859,2009,FY,10-K,2009-10-27,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,-33000000.0,2008-09-28,2009-06-27,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,-27000000.0,2009-03-29,2009-06-27,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,CY2009Q2
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,-18000000.0,2008-09-28,2009-09-26,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2009
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,-18000000.0,2008-09-28,2009-09-26,0001193125-10-238044,2010,FY,10-K,2010-10-27,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,-18000000.0,2008-09-28,2009-09-26,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,12000000.0,2008-09-28,2009-09-26,0001193125-09-214859,2009,FY,10-K,2009-10-27,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,18000000.0,2009-09-27,2009-12-26,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,CY2009Q4
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,28000000.0,2009-09-27,2010-03-27,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,10000000.0,2009-12-27,2010-03-27,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,CY2010Q1
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,41000000.0,2009-09-27,2010-06-26,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,41000000.0,2009-09-27,2010-06-26,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,13000000.0,2010-03-28,2010-06-26,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,CY2010Q2
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,13000000.0,2010-03-28,2010-06-26,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,-253000000.0,2009-09-27,2010-09-25,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2010
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,-253000000.0,2009-09-27,2010-09-25,0001193125-10-238044,2010,FY,10-K,2010-10-27,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,243000000.0,2010-09-26,2010-12-25,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,CY2010Q4
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,243000000.0,2010-09-26,2010-12-25,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,161000000.0,2010-09-26,2011-03-26,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,-82000000.0,2010-12-26,2011-03-26,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,CY2011Q1
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,273000000.0,2010-09-26,2011-06-25,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,112000000.0,2011-03-27,2011-06-25,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,CY2011Q2
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,542000000.0,2010-09-26,2011-09-24,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2011
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,USD,-67000000.0,2011-09-25,2011-12-31,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,CY2011Q4
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,51000000.0,2006-10-01,2007-09-29,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,CY2007
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,51000000.0,2006-10-01,2007-09-29,0001193125-09-214859,2009,FY,10-K,2009-10-27,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-28000000.0,2007-09-30,2008-09-27,0001193125-10-238044,2010,FY,10-K,2010-10-27,CY2008
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-28000000.0,2007-09-30,2008-09-27,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-11000000.0,2007-09-30,2008-09-27,0001193125-09-214859,2009,FY,10-K,2009-10-27,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-68000000.0,2008-09-28,2009-06-27,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,39000000.0,2009-03-29,2009-06-27,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,CY2009Q2
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-14000000.0,2008-09-28,2009-09-26,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2009
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-14000000.0,2008-09-28,2009-09-26,0001193125-10-238044,2010,FY,10-K,2010-10-27,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-14000000.0,2008-09-28,2009-09-26,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-54000000.0,2008-09-28,2009-09-26,0001193125-09-214859,2009,FY,10-K,2009-10-27,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,5000000.0,2009-09-27,2009-12-26,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,CY2009Q4
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,11000000.0,2009-09-27,2010-03-27,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,6000000.0,2009-12-27,2010-03-27,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,CY2010Q1
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-43000000.0,2009-09-27,2010-06-26,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-43000000.0,2009-09-27,2010-06-26,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-54000000.0,2010-03-28,2010-06-26,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,CY2010Q2
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-54000000.0,2010-03-28,2010-06-26,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,7000000.0,2009-09-27,2010-09-25,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2010
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,7000000.0,2009-09-27,2010-09-25,0001193125-10-238044,2010,FY,10-K,2010-10-27,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,16000000.0,2010-09-26,2010-12-25,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,CY2010Q4
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,16000000.0,2010-09-26,2010-12-25,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,90000000.0,2010-09-26,2011-03-26,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,74000000.0,2010-12-26,2011-03-26,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,CY2011Q1
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,101000000.0,2010-09-26,2011-06-25,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,11000000.0,2011-03-27,2011-06-25,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,CY2011Q2
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-12000000.0,2010-09-26,2011-09-24,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2011
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,USD,-6000000.0,2011-09-25,2011-12-31,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,CY2011Q4
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,123000000.0,2009-09-27,2010-09-25,0001193125-12-444068,2012,FY,10-K,2012-10-31,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,123000000.0,2009-09-27,2010-09-25,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2010
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-79000000.0,2010-09-26,2011-03-26,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,20000000.0,2010-12-26,2011-03-26,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,CY2011Q1
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,61000000.0,2010-09-26,2011-06-25,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,140000000.0,2011-03-27,2011-06-25,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,CY2011Q2
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-41000000.0,2010-09-26,2011-09-24,0001193125-12-444068,2012,FY,10-K,2012-10-31,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-41000000.0,2010-09-26,2011-09-24,0001193125-13-170623,2012,FY,8-K,2013-04-24,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-41000000.0,2010-09-26,2011-09-24,0001193125-13-416534,2013,FY,10-K,2013-10-30,CY2011
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,14000000.0,2011-09-25,2011-12-31,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,CY2011Q4
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,263000000.0,2011-09-25,2012-03-31,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,263000000.0,2011-09-25,2012-03-31,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,249000000.0,2012-01-01,2012-03-31,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,249000000.0,2012-01-01,2012-03-31,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,CY2012Q1
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,266000000.0,2011-09-25,2012-06-30,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,266000000.0,2011-09-25,2012-06-30,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,3000000.0,2012-04-01,2012-06-30,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,3000000.0,2012-04-01,2012-06-30,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,CY2012Q2
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,601000000.0,2011-09-25,2012-09-29,0001193125-12-444068,2012,FY,10-K,2012-10-31,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,601000000.0,2011-09-25,2012-09-29,0001193125-13-170623,2012,FY,8-K,2013-04-24,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,601000000.0,2011-09-25,2012-09-29,0001193125-13-416534,2013,FY,10-K,2013-10-30,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,601000000.0,2011-09-25,2012-09-29,0001193125-14-383437,2014,FY,10-K,2014-10-27,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,601000000.0,2011-09-25,2012-09-29,0001193125-15-023732,2014,FY,8-K,2015-01-28,CY2012
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-119000000.0,2012-09-30,2012-12-29,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-119000000.0,2012-09-30,2012-12-29,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,CY2012Q4
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-215000000.0,2012-09-30,2013-03-30,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-215000000.0,2012-09-30,2013-03-30,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-96000000.0,2012-12-30,2013-03-30,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-96000000.0,2012-12-30,2013-03-30,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,CY2013Q1
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-1144000000.0,2012-09-30,2013-06-29,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-1144000000.0,2012-09-30,2013-06-29,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-929000000.0,2013-03-31,2013-06-29,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-929000000.0,2013-03-31,2013-06-29,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,CY2013Q2
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-922000000.0,2012-09-30,2013-09-28,0001193125-13-416534,2013,FY,10-K,2013-10-30,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-922000000.0,2012-09-30,2013-09-28,0001193125-14-383437,2014,FY,10-K,2014-10-27,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-922000000.0,2012-09-30,2013-09-28,0001193125-15-023732,2014,FY,8-K,2015-01-28,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-922000000.0,2012-09-30,2013-09-28,0001193125-15-356351,2015,FY,10-K,2015-10-28,CY2013
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-53000000.0,2013-09-29,2013-12-28,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,-53000000.0,2013-09-29,2013-12-28,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,CY2013Q4
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,143000000.0,2013-09-29,2014-03-29,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,
320193,Apple Inc.,us-gaap,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,USD,143000000.0,2013-09-29,2014-03-29,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,
