cik,company_name,taxonomy,concept,unit,value,start_date,end_date,accn,fy,fp,form,filed_date,frame
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,USD,1153000000.0,,2018-12-29,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,CY2018Q4I
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,USD,87000000.0,,2019-03-30,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,CY2019Q1I
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,USD,44000000.0,,2019-06-29,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,CY2019Q2I
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,USD,138000000.0,,2019-09-28,0000320193-19-000119,2019,FY,10-K,2019-10-31,CY2019Q3I
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleUnrealizedLossPosition,USD,186837000000.0,,2018-09-29,0000320193-19-000119,2019,FY,10-K,2019-10-31,CY2018Q3I
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleUnrealizedLossPosition,USD,186837000000.0,,2018-09-29,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleUnrealizedLossPosition,USD,186837000000.0,,2018-09-29,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleUnrealizedLossPosition,USD,186837000000.0,,2018-09-29,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleUnrealizedLossPosition,USD,180342000000.0,,2018-12-29,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,CY2018Q4I
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleUnrealizedLossPosition,USD,150207000000.0,,2019-03-30,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,CY2019Q1I
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleUnrealizedLossPosition,USD,83837000000.0,,2019-06-29,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,CY2019Q2I
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleUnrealizedLossPosition,USD,56318000000.0,,2019-09-28,0000320193-19-000119,2019,FY,10-K,2019-10-31,CY2019Q3I
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss,USD,4289000000.0,,2018-09-29,0000320193-19-000119,2019,FY,10-K,2019-10-31,CY2018Q3I
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss,USD,4289000000.0,,2018-09-29,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss,USD,4289000000.0,,2018-09-29,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss,USD,4289000000.0,,2018-09-29,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss,USD,3871000000.0,,2018-12-29,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,CY2018Q4I
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss,USD,1532000000.0,,2019-03-30,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,CY2019Q1I
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss,USD,461000000.0,,2019-06-29,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,CY2019Q2I
320193,Apple Inc.,us-gaap,DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss,USD,281000000.0,,2019-09-28,0000320193-19-000119,2019,FY,10-K,2019-10-31,CY2019Q3I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,800000000.0,,2016-03-26,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,CY2016Q1I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,800000000.0,,2016-06-25,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,CY2016Q2I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,850000000.0,,2016-09-24,0001628280-16-020309,2016,FY,10-K,2016-10-26,CY2016Q3I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,1100000000.0,,2016-12-31,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,CY2016Q4I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,1300000000.0,,2017-04-01,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,CY2017Q1I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,700000000.0,,2017-07-01,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,CY2017Q2I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,2900000000.0,,2017-12-30,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,CY2017Q4I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,3400000000.0,,2018-03-31,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,CY2018Q1I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,500000000.0,,2018-06-30,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,CY2018Q2I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,800000000.0,,2018-09-29,0000320193-18-000145,2018,FY,10-K,2018-11-05,CY2018Q3I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,300000000.0,,2018-12-29,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,CY2018Q4I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,300000000.0,,2019-03-30,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,CY2019Q1I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,400000000.0,,2019-06-29,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,CY2019Q2I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,2000000000.0,,2019-09-28,0000320193-19-000119,2019,FY,10-K,2019-10-31,CY2019Q3I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,2300000000.0,,2019-12-28,0000320193-20-000010,2020,Q1,10-Q,2020-01-29,CY2019Q4I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,2300000000.0,,2020-03-28,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,CY2020Q1I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,4800000000.0,,2020-06-27,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,CY2020Q2I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,3900000000.0,,2020-09-26,0000320193-20-000096,2020,FY,10-K,2020-10-30,CY2020Q3I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,4100000000.0,,2020-12-26,0000320193-21-000010,2021,Q1,10-Q,2021-01-28,CY2020Q4I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,3100000000.0,,2021-03-27,0000320193-21-000056,2021,Q2,10-Q,2021-04-29,CY2021Q1I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,2400000000.0,,2021-06-26,0000320193-21-000065,2021,Q3,10-Q,2021-07-28,CY2021Q2I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,1200000000.0,,2021-09-25,0000320193-21-000105,2021,FY,10-K,2021-10-29,CY2021Q3I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,4800000000.0,,2022-09-24,0000320193-22-000108,2022,FY,10-K,2022-10-28,CY2022Q3I
320193,Apple Inc.,us-gaap,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,USD,4500000000.0,,2023-09-30,0000320193-23-000106,2023,FY,10-K,2023-11-03,CY2023Q3I
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,498000000.0,2007-09-30,2008-09-27,0001193125-10-238044,2010,FY,10-K,2010-10-27,CY2008
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,1077000000.0,2008-09-28,2009-09-26,0001193125-10-238044,2010,FY,10-K,2010-10-27,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,1077000000.0,2008-09-28,2009-09-26,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2009
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,1676000000.0,2009-09-27,2010-09-25,0001193125-10-238044,2010,FY,10-K,2010-10-27,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,1676000000.0,2009-09-27,2010-09-25,0001193125-11-282113,2011,FY,10-K,2011-10-26,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,1676000000.0,2009-09-27,2010-09-25,0001193125-12-444068,2012,FY,10-K,2012-10-31,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,1676000000.0,2009-09-27,2010-09-25,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2010
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,2998000000.0,2010-09-26,2011-09-24,0001193125-11-282113,2011,FY,10-K,2011-10-26,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,2998000000.0,2010-09-26,2011-09-24,0001193125-12-444068,2012,FY,10-K,2012-10-31,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,2998000000.0,2010-09-26,2011-09-24,0001193125-13-170623,2012,FY,8-K,2013-04-24,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,2998000000.0,2010-09-26,2011-09-24,0001193125-13-416534,2013,FY,10-K,2013-10-30,CY2011
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,5018000000.0,2011-09-25,2012-09-29,0001193125-12-444068,2012,FY,10-K,2012-10-31,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,5018000000.0,2011-09-25,2012-09-29,0001193125-13-170623,2012,FY,8-K,2013-04-24,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,5018000000.0,2011-09-25,2012-09-29,0001193125-13-416534,2013,FY,10-K,2013-10-30,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,5018000000.0,2011-09-25,2012-09-29,0001193125-14-383437,2014,FY,10-K,2014-10-27,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,5018000000.0,2011-09-25,2012-09-29,0001193125-15-023732,2014,FY,8-K,2015-01-28,CY2012
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,1878000000.0,2012-09-30,2013-09-28,0001193125-13-416534,2013,FY,10-K,2013-10-30,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,1878000000.0,2012-09-30,2013-09-28,0001193125-14-383437,2014,FY,10-K,2014-10-27,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,1878000000.0,2012-09-30,2013-09-28,0001193125-15-023732,2014,FY,8-K,2015-01-28,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,1878000000.0,2012-09-30,2013-09-28,0001193125-15-356351,2015,FY,10-K,2015-10-28,CY2013
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,3183000000.0,2013-09-29,2014-09-27,0001193125-14-383437,2014,FY,10-K,2014-10-27,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,3183000000.0,2013-09-29,2014-09-27,0001193125-15-023732,2014,FY,8-K,2015-01-28,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,3183000000.0,2013-09-29,2014-09-27,0001193125-15-356351,2015,FY,10-K,2015-10-28,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,3183000000.0,2013-09-29,2014-09-27,0001628280-16-020309,2016,FY,10-K,2016-10-26,CY2014
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,3408000000.0,2014-09-28,2015-09-26,0001193125-15-356351,2015,FY,10-K,2015-10-28,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,3408000000.0,2014-09-28,2015-09-26,0001628280-16-020309,2016,FY,10-K,2016-10-26,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,3408000000.0,2014-09-28,2015-09-26,0000320193-17-000070,2017,FY,10-K,2017-11-03,CY2015
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,5043000000.0,2015-09-27,2016-09-24,0001628280-16-020309,2016,FY,10-K,2016-10-26,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,5043000000.0,2015-09-27,2016-09-24,0000320193-17-000070,2017,FY,10-K,2017-11-03,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,5043000000.0,2015-09-27,2016-09-24,0000320193-18-000145,2018,FY,10-K,2018-11-05,CY2016
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,5980000000.0,2016-09-25,2017-09-30,0000320193-17-000070,2017,FY,10-K,2017-11-03,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,5980000000.0,2016-09-25,2017-09-30,0000320193-18-000145,2018,FY,10-K,2018-11-05,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,5980000000.0,2016-09-25,2017-09-30,0000320193-19-000119,2019,FY,10-K,2019-10-31,CY2017
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-33819000000.0,2017-10-01,2018-09-29,0000320193-18-000145,2018,FY,10-K,2018-11-05,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-33819000000.0,2017-10-01,2018-09-29,0000320193-19-000119,2019,FY,10-K,2019-10-31,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-33819000000.0,2017-10-01,2018-09-29,0000320193-20-000096,2020,FY,10-K,2020-10-30,CY2018
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-2939000000.0,2018-09-30,2019-09-28,0000320193-19-000119,2019,FY,10-K,2019-10-31,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-2939000000.0,2018-09-30,2019-09-28,0000320193-20-000096,2020,FY,10-K,2020-10-30,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-2939000000.0,2018-09-30,2019-09-28,0000320193-21-000105,2021,FY,10-K,2021-10-29,CY2019
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-3619000000.0,2019-09-29,2020-09-26,0000320193-20-000096,2020,FY,10-K,2020-10-30,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-3619000000.0,2019-09-29,2020-09-26,0000320193-21-000105,2021,FY,10-K,2021-10-29,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-3619000000.0,2019-09-29,2020-09-26,0000320193-22-000108,2022,FY,10-K,2022-10-28,CY2020
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-7176000000.0,2020-09-27,2021-09-25,0000320193-21-000105,2021,FY,10-K,2021-10-29,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-7176000000.0,2020-09-27,2021-09-25,0000320193-22-000108,2022,FY,10-K,2022-10-28,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-7176000000.0,2020-09-27,2021-09-25,0000320193-23-000106,2023,FY,10-K,2023-11-03,CY2021
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-2265000000.0,2021-09-26,2022-09-24,0000320193-22-000108,2022,FY,10-K,2022-10-28,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-2265000000.0,2021-09-26,2022-09-24,0000320193-23-000106,2023,FY,10-K,2023-11-03,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-2265000000.0,2021-09-26,2022-09-24,0000320193-24-000123,2024,FY,10-K,2024-11-01,CY2022
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-3644000000.0,2022-09-25,2023-09-30,0000320193-23-000106,2023,FY,10-K,2023-11-03,
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-3644000000.0,2022-09-25,2023-09-30,0000320193-24-000123,2024,FY,10-K,2024-11-01,CY2023
320193,Apple Inc.,us-gaap,DeferredFederalIncomeTaxExpenseBenefit,USD,-3080000000.0,2023-10-01,2024-09-28,0000320193-24-000123,2024,FY,10-K,2024-11-01,CY2024
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-75000000.0,2007-09-30,2008-09-27,0001193125-10-238044,2010,FY,10-K,2010-10-27,CY2008
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-35000000.0,2008-09-28,2009-09-26,0001193125-10-238044,2010,FY,10-K,2010-10-27,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-35000000.0,2008-09-28,2009-09-26,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2009
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-121000000.0,2009-09-27,2010-09-25,0001193125-10-238044,2010,FY,10-K,2010-10-27,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-121000000.0,2009-09-27,2010-09-25,0001193125-11-282113,2011,FY,10-K,2011-10-26,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-121000000.0,2009-09-27,2010-09-25,0001193125-12-444068,2012,FY,10-K,2012-10-31,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-121000000.0,2009-09-27,2010-09-25,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2010
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-167000000.0,2010-09-26,2011-09-24,0001193125-11-282113,2011,FY,10-K,2011-10-26,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-167000000.0,2010-09-26,2011-09-24,0001193125-12-444068,2012,FY,10-K,2012-10-31,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-167000000.0,2010-09-26,2011-09-24,0001193125-13-170623,2012,FY,8-K,2013-04-24,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-167000000.0,2010-09-26,2011-09-24,0001193125-13-416534,2013,FY,10-K,2013-10-30,CY2011
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-490000000.0,2011-09-25,2012-09-29,0001193125-12-444068,2012,FY,10-K,2012-10-31,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-490000000.0,2011-09-25,2012-09-29,0001193125-13-170623,2012,FY,8-K,2013-04-24,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-490000000.0,2011-09-25,2012-09-29,0001193125-13-416534,2013,FY,10-K,2013-10-30,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-490000000.0,2011-09-25,2012-09-29,0001193125-14-383437,2014,FY,10-K,2014-10-27,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-490000000.0,2011-09-25,2012-09-29,0001193125-15-023732,2014,FY,8-K,2015-01-28,CY2012
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-426000000.0,2012-09-30,2013-09-28,0001193125-13-416534,2013,FY,10-K,2013-10-30,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-426000000.0,2012-09-30,2013-09-28,0001193125-14-383437,2014,FY,10-K,2014-10-27,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-426000000.0,2012-09-30,2013-09-28,0001193125-15-023732,2014,FY,8-K,2015-01-28,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-426000000.0,2012-09-30,2013-09-28,0001193125-15-356351,2015,FY,10-K,2015-10-28,CY2013
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-658000000.0,2013-09-29,2014-09-27,0001193125-14-383437,2014,FY,10-K,2014-10-27,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-658000000.0,2013-09-29,2014-09-27,0001193125-15-023732,2014,FY,8-K,2015-01-28,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-658000000.0,2013-09-29,2014-09-27,0001193125-15-356351,2015,FY,10-K,2015-10-28,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-658000000.0,2013-09-29,2014-09-27,0001628280-16-020309,2016,FY,10-K,2016-10-26,CY2014
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-1806000000.0,2014-09-28,2015-09-26,0001193125-15-356351,2015,FY,10-K,2015-10-28,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-1806000000.0,2014-09-28,2015-09-26,0001628280-16-020309,2016,FY,10-K,2016-10-26,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-1806000000.0,2014-09-28,2015-09-26,0000320193-17-000070,2017,FY,10-K,2017-11-03,CY2015
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,33000000.0,2015-09-27,2016-09-24,0001628280-16-020309,2016,FY,10-K,2016-10-26,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,33000000.0,2015-09-27,2016-09-24,0000320193-17-000070,2017,FY,10-K,2017-11-03,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,33000000.0,2015-09-27,2016-09-24,0000320193-18-000145,2018,FY,10-K,2018-11-05,CY2016
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-16000000.0,2016-09-25,2017-09-30,0000320193-17-000070,2017,FY,10-K,2017-11-03,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-16000000.0,2016-09-25,2017-09-30,0000320193-18-000145,2018,FY,10-K,2018-11-05,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,-16000000.0,2016-09-25,2017-09-30,0000320193-19-000119,2019,FY,10-K,2019-10-31,CY2017
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,1181000000.0,2017-10-01,2018-09-29,0000320193-18-000145,2018,FY,10-K,2018-11-05,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,1181000000.0,2017-10-01,2018-09-29,0000320193-19-000119,2019,FY,10-K,2019-10-31,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,1181000000.0,2017-10-01,2018-09-29,0000320193-20-000096,2020,FY,10-K,2020-10-30,CY2018
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,2666000000.0,2018-09-30,2019-09-28,0000320193-19-000119,2019,FY,10-K,2019-10-31,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,2666000000.0,2018-09-30,2019-09-28,0000320193-20-000096,2020,FY,10-K,2020-10-30,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,2666000000.0,2018-09-30,2019-09-28,0000320193-21-000105,2021,FY,10-K,2021-10-29,CY2019
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,3383000000.0,2019-09-29,2020-09-26,0000320193-20-000096,2020,FY,10-K,2020-10-30,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,3383000000.0,2019-09-29,2020-09-26,0000320193-21-000105,2021,FY,10-K,2021-10-29,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,3383000000.0,2019-09-29,2020-09-26,0000320193-22-000108,2022,FY,10-K,2022-10-28,CY2020
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,2740000000.0,2020-09-27,2021-09-25,0000320193-21-000105,2021,FY,10-K,2021-10-29,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,2740000000.0,2020-09-27,2021-09-25,0000320193-22-000108,2022,FY,10-K,2022-10-28,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,2740000000.0,2020-09-27,2021-09-25,0000320193-23-000106,2023,FY,10-K,2023-11-03,CY2021
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,3076000000.0,2021-09-26,2022-09-24,0000320193-22-000108,2022,FY,10-K,2022-10-28,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,3076000000.0,2021-09-26,2022-09-24,0000320193-23-000106,2023,FY,10-K,2023-11-03,
320193,Apple Inc.,us-gaap,DeferredForeignIncomeTaxExpenseBenefit,USD,3076000000.0,2021-09-26,2022-09-24,0000320193-24-000123,2024,FY,10-K,2024-11-01,CY2022
